,시설총규모,업소위치분기,distance,성공여부,창업월,구_1_25,프랜차이즈여부_02,sub_19
30860,80.0,0,0.26075,0,12,1,0,8
9245,0.0,1,0.5464399999999999,0,4,13,0,5
199,99.82,1,0.25665,1,7,5,0,4
4647,23.0,1,0.8375600000000001,0,11,17,0,7
8156,39.9,1,0.40165,0,3,22,0,5
13162,43.0,1,0.23104,1,12,11,0,1
24404,39.36,1,0.07051,1,3,2,0,1
1796,12.05,1,0.22878,1,6,5,0,2
7876,73.44,0,0.63655,1,11,22,0,4
21775,101.75,0,0.20806,1,12,19,0,6
13235,16.39,1,1.1581299999999999,0,1,11,0,1
10501,46.8,0,0.8802,0,8,24,0,7
3068,87.0,2,0.18775,1,5,4,0,3
20412,0.0,1,0.21927,1,6,6,0,2
30281,37.62,1,0.33032,0,7,1,0,8
19171,73.81,1,0.7235699999999999,0,3,23,0,4
8585,0.0,1,0.33534,1,8,13,0,7
33219,115.5,1,0.73344,1,1,10,1,2
7496,14.19,1,0.20464000000000002,1,4,12,0,4
4045,79.92,1,0.29611,1,6,17,0,4
21817,74.92,0,0.6567,1,5,19,0,1
25212,129.65,1,0.65617,1,11,2,0,6
29071,12.82,1,0.44285,0,7,1,0,1
30474,191.0,2,0.26075,0,1,1,1,8
26689,154.7,1,0.42094,1,4,1,0,3
18154,61.5,1,0.51922,1,11,14,0,4
6398,207.24,1,0.40054,1,8,18,0,6
22255,49.12,1,0.23121999999999998,1,7,19,0,6
28575,20.0,1,0.85777,0,6,1,0,1
6062,109.2,1,0.19777999999999998,1,10,18,1,1
10604,24.0,1,0.10409000000000002,1,11,24,0,7
9655,47.69,1,1.07571,1,10,25,0,7
9185,29.0,1,0.82885,1,3,13,0,5
12331,20.25,1,3.10486,1,2,20,0,5
13489,136.37,1,1.19526,1,3,11,0,1
20464,0.0,1,0.32275,0,7,6,0,2
28269,48.78,1,0.94465,1,3,1,0,3
2496,48.3,1,0.31636,1,4,4,0,7
24878,6.6,1,0.38895,0,4,2,0,3
8119,26.3,0,0.56905,1,2,22,0,6
15347,20.0,1,0.2317,0,2,3,0,1
481,46.2,1,1.6148799999999999,1,7,5,0,3
8440,25.0,1,0.53582,1,9,22,0,6
6743,53.54,1,0.14549,0,7,12,0,5
17307,99.7,1,0.27612,0,3,7,0,1
13155,258.71,0,1.12038,0,11,11,0,1
33751,26.4,1,2.31767,1,1,10,0,8
20928,50.4,1,0.37992,1,5,6,0,1
12730,0.0,0,0.20472,0,3,11,0,1
21385,16.83,1,0.18736,1,4,6,0,2
4374,16.5,1,1.10681,1,12,17,0,5
11301,29.14,1,0.24325,0,10,16,0,5
31452,27.0,1,0.7094,0,11,8,0,1
19031,145.16,0,0.6476,1,6,14,0,6
19747,9.9,1,0.27109,0,11,23,0,4
3231,16.5,0,0.43109,1,12,4,0,1
4668,20.0,1,0.20179,1,3,17,0,5
18171,86.0,1,0.36113,1,8,14,0,4
16140,8.02,1,0.8590899999999999,1,12,15,0,2
5350,77.8,1,0.45616,1,9,21,0,2
24242,68.05,1,0.5261899999999999,0,7,2,0,3
3334,40.0,1,0.27436,1,10,4,0,7
19022,57.87,0,1.1719600000000001,0,3,14,0,4
3426,9.0,0,0.07561,1,8,4,0,1
15820,96.56,1,1.80772,0,12,15,0,1
23123,12.6,0,0.53252,0,11,9,0,1
27666,13.22,1,0.56208,1,5,1,1,1
1046,45.11,1,0.23465999999999998,1,9,5,0,3
15523,230.69,1,0.19673,1,1,3,2,2
3245,21.5,1,0.39778,1,3,4,0,7
19159,46.44,1,0.65694,1,12,23,0,1
13802,18.56,1,0.7531100000000001,1,5,3,0,1
1011,214.5,1,0.22775,0,5,5,0,7
26921,31.62,0,0.5205,1,8,1,0,1
29578,42.56,1,0.14422000000000001,1,6,1,0,1
10008,87.74,1,1.0186,1,11,25,2,7
10485,96.84,1,0.35393,0,3,24,0,7
24908,163.01,1,0.35035,0,7,2,0,6
26614,0.0,2,0.73702,0,10,1,0,3
26886,73.5,1,0.07007999999999999,1,9,1,0,8
9779,60.06,1,0.6441,1,12,25,0,7
2897,136.0,0,0.34486,1,9,4,0,1
32324,139.02,1,2.7786299999999997,1,1,8,1,2
27369,195.04,1,0.63267,0,1,1,0,6
14089,20.18,1,0.16380999999999998,0,2,3,0,1
19866,166.26,1,0.37255,1,3,6,0,1
14684,39.87,1,0.58705,1,9,3,0,2
2258,14.59,1,0.14657,0,1,4,0,7
27954,168.62,1,0.28784,0,3,1,0,1
25015,141.9,1,0.45883,1,5,2,1,8
27444,15.22,1,0.75843,1,1,1,2,3
19331,42.14,1,0.4729,0,8,23,0,4
11530,23.01,1,0.29874,0,11,16,0,6
8702,0.0,1,0.1473,0,7,13,0,7
21099,361.0,2,0.12032999999999999,1,10,6,2,1
587,29.67,1,0.27426999999999996,1,2,5,0,2
14459,16.5,1,0.67923,1,10,3,0,5
19431,66.0,0,0.49107,1,1,23,0,4
5079,46.76,1,0.15632000000000001,1,4,21,0,2
13931,148.0,1,0.3462,0,1,3,0,1
20653,40.36,0,0.43538999999999994,0,5,6,0,2
17076,10.0,1,0.38171,1,7,7,0,8
14206,64.98,1,0.24008000000000002,1,10,3,0,1
17231,41.93,1,0.33958,0,4,7,0,2
188,78.0,1,0.19315,1,5,5,0,4
9150,39.6,1,0.98203,0,7,13,0,5
24136,71.64,1,1.09542,1,12,2,0,3
26824,42.6,1,0.28817,0,11,1,0,8
23267,26.4,1,0.22361999999999999,0,6,9,0,1
30519,7.18,1,0.43246,0,3,1,0,3
17060,49.5,1,0.48667,1,5,7,0,1
9650,60.73,1,1.72017,1,4,25,0,7
25005,16.5,1,0.52528,1,4,2,0,8
562,323.96,1,0.17915,1,9,5,1,4
4626,45.81,1,0.78423,1,7,17,0,2
19666,192.39,1,0.29799000000000003,1,6,23,2,4
30150,39.6,1,0.66669,1,4,1,0,1
24575,30.38,1,0.56042,0,7,2,0,3
21831,40.38,1,0.19859000000000002,1,4,19,0,4
1651,100.0,0,0.42223,0,1,5,0,7
31719,52.82,1,2.91998,1,2,8,0,2
23374,244.0,1,0.33313000000000004,1,1,9,1,1
10096,27.0,0,0.35285,1,4,25,0,7
4317,21.75,1,1.03166,1,6,17,0,4
5581,8.0,1,0.36812,1,10,21,0,2
33773,66.0,1,1.6234899999999999,0,5,10,0,9
23928,320.65,1,0.46556000000000003,0,12,2,0,3
33396,193.2,1,1.01435,1,8,10,0,9
29913,24.21,0,0.2388,1,8,1,0,3
15952,90.75,1,1.8439,0,8,15,0,1
19271,21.18,1,0.5020399999999999,1,10,23,0,4
16987,7.45,1,0.36104,1,7,7,0,2
24076,56.1,1,0.78156,1,3,2,0,3
20340,57.28,1,0.75383,1,2,6,0,2
13063,17.5,1,0.33825,1,5,11,0,3
33530,20.0,1,1.8812,1,3,10,0,2
29830,66.0,1,0.90845,1,6,1,0,1
334,51.7,1,0.19467,1,3,5,0,4
15420,51.7,1,0.33078,1,5,3,0,5
20675,24.79,1,0.14464000000000002,1,8,6,0,2
953,257.11,0,0.15050999999999998,1,10,5,0,7
6435,9.98,1,0.5454899999999999,0,6,18,0,6
1027,164.92,1,0.71205,1,7,5,1,3
14232,26.44,1,0.28847,1,1,3,0,5
29531,46.3,1,1.13836,1,3,1,0,6
1332,9.2,1,1.10333,1,5,5,0,3
19890,84.7,1,0.40234000000000003,1,11,6,0,4
2847,43.68,1,0.18055,0,4,4,0,1
5410,42.54,1,0.17367,0,10,21,0,1
6466,50.94,1,0.44186000000000003,1,2,18,0,6
12894,84.0,1,0.55188,0,12,11,0,1
29739,205.92,1,0.39211999999999997,0,3,1,0,1
81,42.57,1,0.57471,1,8,5,0,3
28301,275.0,1,0.39189,1,5,1,1,1
10647,65.0,1,2.05095,1,3,24,0,7
16253,75.0,1,0.88525,0,12,15,0,2
26007,27.0,0,0.55297,1,3,2,0,1
22289,52.19,1,0.519,1,6,19,1,1
32192,40.26,1,0.42977,1,2,8,0,1
9202,136.5,1,0.25283,1,8,13,0,7
12897,92.76,1,0.43363,1,1,11,0,1
2032,149.44,1,0.45366999999999996,1,1,4,0,7
18598,26.6,0,0.88786,1,5,14,0,4
2014,198.11,1,0.29599000000000003,1,3,4,0,7
30181,37.02,1,0.24269000000000002,0,5,1,0,6
10577,54.6,1,1.47296,1,5,24,0,4
17246,103.35,0,0.29112,1,5,7,0,8
6133,16.5,1,0.16902999999999999,1,9,18,0,1
21191,55.6,0,0.25997,1,9,6,0,8
75,91.95,1,0.3087,1,6,5,0,4
9026,137.31,1,0.56,1,8,13,1,7
25596,439.71,0,0.35062,1,9,2,2,6
20508,0.0,2,0.48765,1,9,6,0,1
7545,45.0,1,0.37731,1,11,12,0,4
33157,80.36,0,0.17581,1,2,10,0,9
4294,54.0,1,0.31804,0,12,17,0,4
24544,52.8,1,0.77794,0,9,2,0,1
31753,110.2,1,0.17376,0,1,8,0,1
26799,86.32,1,0.1142,1,12,1,0,1
7297,100.0,1,0.18656,0,2,12,0,4
29805,66.1,0,0.6783600000000001,1,5,1,0,3
21260,335.9,1,0.56653,1,4,6,1,4
30727,50.0,1,0.26075,0,8,1,0,8
23224,20.0,1,0.3912,0,9,9,0,1
23294,49.6,1,0.23740999999999998,1,12,9,2,1
27891,181.5,1,0.85335,1,9,1,1,6
11918,192.05,1,0.54791,1,7,20,0,5
14968,16.5,1,0.59642,1,1,3,0,1
12305,29.7,1,0.11527000000000001,0,9,20,0,5
26031,52.35,1,0.33248,1,5,2,0,1
22169,0.0,1,0.21994,0,3,19,0,8
30731,99.0,1,0.26841,1,8,1,0,6
8040,89.42,0,0.27663000000000004,0,8,22,0,6
20018,26.4,1,0.16826,0,7,6,0,1
29642,39.5,1,0.75111,1,9,1,0,6
6735,49.2,1,0.2224,1,9,12,0,4
9508,95.0,1,0.62771,1,6,13,0,7
17333,18.36,0,0.5845899999999999,1,7,7,0,8
8748,0.0,1,0.93348,0,3,13,0,7
17432,11.7,1,0.80888,1,5,7,0,2
29510,13.86,1,0.49495,0,2,1,0,8
21437,28.0,1,0.38515,0,9,6,0,1
22176,32.98,1,0.32584,1,5,19,0,6
15726,126.65,1,1.47766,0,11,15,0,2
1388,89.19,1,0.91966,0,11,5,0,3
26054,8.25,2,0.54383,1,6,2,1,3
23152,20.0,1,0.3335,1,7,9,0,1
27375,264.0,1,0.28870999999999997,1,3,1,2,3
25222,72.0,1,0.44354,1,11,2,0,8
1257,28.51,1,0.97808,1,10,5,0,3
6513,24.0,0,0.51885,1,7,18,0,1
21780,28.32,1,0.2618,0,12,19,0,6
13394,30.61,1,0.53947,1,1,11,0,1
22836,26.07,1,1.59169,1,12,9,0,1
20467,0.0,1,0.4831,0,10,6,0,1
13314,94.0,1,0.50512,1,3,11,0,1
12231,236.59,1,3.07725,1,5,20,2,5
20115,179.2,1,0.35932,1,5,6,0,4
11661,74.21,1,0.5346,1,10,20,0,5
12687,78.52,1,0.23806999999999998,0,2,11,0,1
21516,92.1,1,0.14715999999999999,1,4,6,0,2
23496,24.4,1,0.33878,0,7,9,0,1
13897,21.56,1,0.38331,1,5,3,0,1
2314,14.04,1,0.42607,0,1,4,0,3
6339,26.0,1,0.39497,1,7,18,1,1
20681,20.0,1,0.56719,1,8,6,0,8
31504,51.77,1,0.49663,0,5,8,0,9
12858,249.0,1,0.37287,0,5,11,0,1
984,99.0,1,0.33153,1,1,5,0,3
18926,216.0,1,0.64395,0,10,14,0,4
8747,54.8,1,0.38331,1,3,13,0,5
12463,33.75,1,0.41926,1,8,11,0,1
11104,26.46,1,0.32137,1,8,16,2,6
13357,8.5,1,0.32461,1,7,11,0,1
17795,21.12,1,0.53273,1,1,7,0,2
3691,108.4,1,0.2673,1,7,4,2,1
21915,74.09,1,0.30773,1,3,19,0,6
28701,3.3,1,0.26653000000000004,1,12,1,0,1
11649,44.94,1,1.50815,1,6,20,0,5
14369,26.38,1,0.27013000000000004,0,2,3,0,5
4289,7.28,1,0.6766399999999999,1,10,17,0,5
30736,35.35,0,0.4434,1,8,1,0,1
20805,111.92,1,0.23499,1,3,6,0,2
24099,17.9,1,0.71786,0,4,2,0,6
29304,34.94,1,0.63103,1,6,1,0,3
15552,103.68,1,0.64535,1,3,3,0,5
14565,290.87,1,1.08291,1,9,3,1,5
19547,54.94,1,0.9342299999999999,0,11,23,0,4
28000,105.6,1,0.45486000000000004,1,7,1,1,8
30111,90.0,1,0.26075,0,3,1,1,8
7807,99.47,1,0.66809,1,6,22,0,6
30375,68.41,0,0.40684000000000003,1,10,1,0,6
24192,80.42,1,0.4247,0,8,2,0,1
7515,136.0,1,0.71473,0,7,12,0,4
12159,24.32,1,0.83509,1,5,20,0,5
27338,210.0,1,0.9061600000000001,0,7,1,0,3
1709,46.51,1,0.71205,1,8,5,0,3
16463,31.89,1,1.31887,1,4,15,0,1
30337,67.33,1,0.17392,1,9,1,0,1
21298,6.0,1,0.31639,0,6,6,0,4
24709,65.28,1,1.02807,0,2,2,0,3
21335,18.0,1,0.14464000000000002,1,9,6,0,2
19371,34.31,1,1.6969299999999998,1,11,23,0,4
28989,155.37,1,0.18852,1,3,1,1,1
15323,28.33,1,1.37425,1,12,3,0,5
32347,30.0,1,0.32087,0,4,8,0,8
25191,338.23,1,0.57157,1,9,2,1,8
29248,5.6,1,0.06167,1,4,1,0,8
9708,23.48,1,1.2482600000000001,0,6,25,0,7
4205,138.0,1,0.63393,1,4,17,0,7
23502,260.87,1,0.24956,1,8,9,2,1
14131,62.7,1,0.64463,1,8,3,0,1
25849,136.72,1,0.45456,1,4,2,0,3
19212,53.47,1,1.08833,0,9,23,0,4
25901,31.35,1,0.3146,1,7,2,0,1
2002,43.66,1,0.23878000000000002,1,6,4,0,7
19261,39.27,0,2.78004,0,4,23,0,4
14670,81.0,1,0.44987,0,8,3,0,1
14361,35.7,2,0.29759,1,1,3,0,5
144,86.53,1,0.09984,1,8,5,0,2
17364,24.9,0,0.8794799999999999,1,10,7,0,8
11840,14.18,1,0.84196,0,10,20,0,5
15782,73.32,0,0.27209,0,11,15,0,1
32028,60.0,1,1.78515,0,6,8,0,2
5889,26.95,1,0.35046,1,7,18,0,6
11718,112.47,0,0.54481,0,10,20,0,5
30690,17.0,1,0.3263,0,7,1,0,1
12898,59.4,1,0.40218000000000004,1,1,11,0,1
32849,161.29,1,0.16215,0,4,10,0,2
17091,102.3,1,0.51828,1,9,7,1,2
24606,138.6,1,0.25284,1,3,2,2,1
14669,25.0,1,0.22451999999999997,1,8,3,0,2
28178,64.41,1,0.73124,0,10,1,0,3
15879,52.0,1,1.3228799999999998,1,6,15,0,1
7208,16.76,1,0.2798,0,8,12,0,1
11416,13.0,1,0.89792,1,4,16,0,4
5002,93.06,0,0.37316,1,7,21,0,1
11213,30.0,1,0.20951,0,7,16,0,5
2448,12.24,1,0.42078000000000004,1,7,4,2,2
12490,89.64,1,0.36585,1,11,11,0,1
12482,76.88,1,0.29306,1,12,11,0,1
24098,64.91,1,0.5425399999999999,0,6,2,0,1
9151,28.5,1,0.19719,1,7,13,0,5
20986,48.68,1,0.16347,0,11,6,0,8
18485,90.0,1,0.5915699999999999,1,12,14,1,6
28370,15.4,1,0.13376,1,8,1,0,1
18189,31.35,1,0.5796899999999999,1,12,14,0,4
12063,35.71,1,0.68402,1,12,20,0,5
6368,55.78,1,0.21344000000000002,0,2,18,0,6
6323,16.5,1,0.19777999999999998,0,4,18,0,1
25724,224.25,2,0.22485,1,8,2,0,1
28033,20.25,1,0.60297,0,10,1,0,3
19682,113.4,1,2.56889,1,12,23,2,4
31983,28.05,1,0.43527,0,12,8,1,9
26622,54.34,1,0.4826,0,7,1,0,8
12666,60.72,2,0.22821,1,5,11,0,3
21174,128.7,1,0.9669399999999999,1,7,6,2,6
14644,13.75,1,0.33078,1,6,3,0,5
28530,24.79,1,0.33273,1,4,1,0,3
32567,22.8,1,0.9573,1,5,8,0,3
25602,9.0,1,0.9409200000000001,0,10,2,0,3
19448,41.92,1,0.263,0,5,23,0,4
15120,33.0,1,0.4359,0,1,3,0,5
3534,50.49,0,0.21784,1,4,4,2,7
19718,20.0,1,1.2209,1,7,23,0,4
18215,96.5,1,0.7187600000000001,0,3,14,0,4
17625,30.99,1,0.12709,1,1,7,0,2
7658,102.3,1,0.87272,1,9,12,0,4
14579,92.23,1,0.6323300000000001,1,10,3,0,5
25229,29.0,1,0.19842,1,12,2,0,1
28851,57.76,1,0.81643,0,8,1,0,1
921,88.0,1,0.13086,1,5,5,0,2
2648,13.22,1,0.3482,1,9,4,0,1
24985,51.12,1,0.39044,1,3,2,0,1
29389,146.28,1,1.3532799999999998,1,10,1,0,3
18958,59.67,1,0.6926800000000001,1,3,14,1,1
1766,12.76,0,0.14044,1,3,5,0,2
24700,75.05,0,0.5104,1,11,2,0,6
2774,16.5,1,0.26406,1,6,4,0,7
28116,39.0,0,0.1363,1,6,1,0,8
3499,26.4,1,0.28414,0,2,4,0,7
25706,12.7,1,0.69645,1,6,2,0,1
25739,63.0,1,0.80528,0,9,2,0,8
22444,55.1,1,0.39604,0,9,19,0,6
27034,107.2,1,0.2395,0,5,1,0,1
10664,26.3,1,0.63608,1,6,24,0,4
30526,248.0,1,0.16668,1,3,1,2,1
31459,42.56,1,0.67869,1,10,8,0,9
10038,131.3,1,0.54947,1,9,25,2,7
3141,178.58,1,0.0691,1,1,4,2,1
3310,19.0,0,0.33316999999999997,1,8,4,0,2
24127,90.0,1,0.2844,1,12,2,0,1
27644,42.97,1,0.8502,1,11,1,0,3
12853,286.35,1,0.52346,1,9,11,1,1
14683,57.79,1,0.41471,1,9,3,0,1
29500,113.82,1,0.19654000000000002,0,1,1,0,1
27634,66.11,1,0.7169300000000001,1,9,1,0,3
13914,53.66,1,0.63822,1,3,3,0,5
15518,21.32,1,1.55569,1,1,3,0,5
21058,57.0,1,0.9669399999999999,1,6,6,0,6
10435,59.73,1,1.9738200000000001,1,11,24,0,7
9723,156.88,1,0.23629,1,12,25,0,7
3703,16.0,1,0.28623000000000004,0,8,4,0,7
6227,45.0,1,0.9950399999999999,1,11,18,0,1
16313,82.5,0,1.54321,1,7,15,0,2
338,11.96,1,0.38077,1,4,5,0,4
32359,60.51,1,0.45912,1,5,8,0,8
1073,68.34,1,0.71399,1,1,5,0,3
31970,141.42,1,0.35315,1,10,8,0,9
17354,36.3,1,0.57814,1,10,7,1,8
31482,36.72,1,0.35393,1,6,8,0,9
22668,83.47,1,0.78592,1,5,9,0,1
24038,44.77,1,0.4897,0,12,2,0,3
26656,67.82,1,0.33318000000000003,1,8,1,0,1
2486,50.22,1,0.41736999999999996,0,2,4,0,4
7090,25.8,1,0.52456,0,2,12,0,2
7740,30.0,1,1.21384,1,11,12,0,2
9557,42.97,1,0.41155,1,11,13,0,7
20424,30.84,1,0.2838,1,8,6,0,1
6976,26.46,1,0.46415,0,7,12,0,4
24848,226.0,0,0.8371200000000001,1,12,2,1,7
32907,21.78,1,0.33843,0,3,10,0,2
8087,53.9,1,1.02749,1,11,22,0,6
32875,48.4,1,1.08584,1,4,10,0,9
7110,96.63,1,0.09608,1,4,12,0,4
23621,51.5,1,0.69417,1,1,9,0,1
5051,55.24,1,0.36191,0,8,21,0,1
26966,135.15,1,0.35716,0,10,1,0,3
5049,93.6,0,0.42303999999999997,1,7,21,0,2
17853,6.3,2,0.52065,0,6,7,0,2
19032,11.0,0,1.07733,1,6,14,0,4
30261,21.8,1,0.26075,0,7,1,0,8
4960,41.91,1,0.85449,1,6,21,0,1
27218,44.62,1,0.72665,0,8,1,0,3
2784,26.4,1,0.22439,1,7,4,0,7
10250,80.85,0,0.09498999999999999,1,6,24,0,7
16169,25.0,1,1.70105,1,9,15,0,2
16156,33.0,1,0.47628000000000004,1,5,15,0,2
660,27.5,1,0.34542,1,1,5,0,3
2163,101.4,1,0.42113,0,10,4,0,1
3782,16.5,1,0.10722000000000001,0,4,4,0,1
16037,33.59,1,0.69865,0,4,15,0,2
30536,31.52,1,0.24508000000000002,0,3,1,0,1
7179,61.69,1,0.51164,1,5,12,1,5
30424,29.64,1,0.7529100000000001,1,12,1,0,6
8397,26.4,1,0.5758800000000001,1,12,22,0,6
6131,23.1,1,0.51586,1,8,18,0,1
28518,198.34,0,0.6469199999999999,1,4,1,0,3
9259,86.4,1,0.39695,0,6,13,0,7
19217,52.63,1,2.78004,1,8,23,0,4
28493,9.9,1,0.87184,1,3,1,0,1
15800,128.36,1,0.37305,0,9,15,0,1
29575,99.0,1,0.39588,1,6,1,0,6
24704,26.0,1,0.43626000000000004,1,1,2,0,8
26497,45.03,1,0.83135,1,8,1,0,8
23507,48.0,2,1.58128,1,9,9,0,1
19317,38.34,0,0.27109,1,10,23,1,4
31396,81.98,1,0.5904699999999999,1,5,8,0,9
30174,18.0,1,0.26075,0,5,1,0,8
8950,66.84,1,0.16176,1,10,13,0,7
15178,35.0,1,0.2788,1,4,3,0,5
25254,72.0,1,0.56979,0,2,2,0,1
12840,14.85,1,0.55953,0,2,11,0,1
4683,57.0,1,0.27055,1,5,17,0,5
13771,62.18,1,0.39419,1,6,3,0,1
20474,95.7,1,0.80857,1,3,6,0,6
32299,63.0,1,0.03705,1,10,8,0,1
11066,13.22,1,0.36,1,12,16,0,7
31756,87.34,1,1.29246,0,4,8,0,2
24252,147.25,1,0.37881,0,6,2,0,1
16070,37.44,1,0.23156999999999997,1,9,15,2,2
4164,40.4,1,0.62589,1,1,17,0,4
30677,16.0,2,0.26075,0,7,1,0,8
10735,91.4,1,0.36878,1,7,16,0,6
15648,37.5,1,0.40057,1,10,3,0,5
6528,50.0,1,0.17784,1,9,18,0,2
15324,72.6,1,0.71143,0,12,3,0,1
9952,60.6,1,1.47395,0,2,25,0,7
21249,196.66,1,0.17346,1,3,6,2,8
22812,132.6,1,0.19644,0,10,9,0,1
9371,50.0,1,0.21025,1,3,13,0,7
6798,75.68,1,1.49622,1,4,12,0,6
2539,11.0,1,0.05362000000000001,1,11,4,0,1
14794,58.57,1,0.65156,0,4,3,0,1
9753,115.41,1,0.9029200000000001,0,3,25,0,7
24468,33.0,1,2.93925,0,10,2,0,3
18594,26.5,1,0.31373,1,4,14,0,4
17270,74.45,1,0.39374000000000003,1,10,7,0,8
33492,80.13,0,3.7417599999999998,0,10,10,0,8
793,20.0,1,0.46758999999999995,1,3,5,2,7
15510,19.5,1,0.87949,1,12,3,0,5
10171,68.93,1,0.5644,1,7,24,0,4
33768,21.81,1,1.14499,1,4,10,1,9
3624,10.5,1,0.30245,1,1,4,0,7
32944,104.13,1,0.97206,1,8,10,0,9
22669,102.24,1,1.48742,1,12,9,0,1
31888,169.73,1,0.23,0,1,8,1,9
4984,99.9,1,0.20206,1,10,21,0,2
2987,13.22,1,0.55484,0,8,4,0,1
27091,114.24,1,0.96357,0,10,1,0,3
25475,28.28,1,0.19651,0,11,2,0,1
11457,39.06,1,0.39921,1,10,16,0,7
23340,138.34,1,0.44122,1,7,9,0,1
28675,129.05,1,0.50151,1,11,1,2,8
13851,87.03,0,0.6483399999999999,1,5,3,0,5
17910,33.0,1,0.6471399999999999,1,10,7,0,8
8922,33.0,1,0.37294,0,4,13,0,7
13908,165.5,1,0.25881,1,8,3,0,1
22683,61.72,1,0.32834,1,1,9,0,1
28452,52.75,1,0.4419,0,12,1,0,8
13440,13.2,1,0.41408,0,7,11,0,1
306,70.97,1,0.35133000000000003,1,1,5,0,3
20723,158.0,2,0.43451999999999996,1,2,6,1,2
3243,24.4,1,0.21531,1,2,4,0,1
16204,33.0,1,0.51147,1,3,15,0,2
1430,24.06,1,0.89754,1,4,5,0,3
8198,33.0,1,1.1331200000000001,1,6,22,0,6
12554,159.5,1,0.57392,1,5,11,0,1
4524,49.59,1,0.21445999999999998,1,3,17,2,7
12755,23.1,1,1.1185399999999999,1,12,11,0,5
800,6.4,1,0.34539000000000003,1,5,5,0,7
12883,66.0,1,1.28475,0,6,11,0,1
5868,59.4,1,0.39402,1,5,18,0,1
1491,3.3,0,0.57518,1,9,5,0,3
7017,71.5,1,0.61288,1,9,12,0,4
29704,112.25,1,0.26075,0,1,1,1,8
7500,124.14,1,1.14029,0,5,12,0,4
16959,58.91,2,0.7070000000000001,0,12,7,0,2
667,4.75,1,0.2448,0,5,5,0,2
28336,26.45,1,1.00749,1,7,1,0,3
32171,65.93,1,0.47348,1,10,8,0,1
12680,60.14,1,0.79155,1,12,11,0,3
16936,133.2,1,0.26759,1,10,7,0,2
9209,46.0,1,1.19476,0,9,13,0,7
32107,6.6,1,0.50815,1,3,8,0,1
23071,75.9,1,0.34552,0,8,9,0,1
31385,83.23,1,3.3125199999999997,1,10,8,0,2
6883,70.13,1,0.43176000000000003,0,4,12,0,4
7290,26.4,1,0.6320100000000001,1,12,12,0,4
13373,36.7,1,1.23651,1,9,11,0,5
525,85.47,1,0.27994,1,3,5,0,2
28242,75.0,1,0.41581,1,2,1,0,3
10450,268.43,1,0.20876999999999998,1,5,24,0,7
7000,28.0,0,0.37485999999999997,0,1,12,0,4
13319,3.3,1,0.36585,0,4,11,0,1
33368,55.25,1,1.52922,0,2,10,0,2
32100,238.86,1,0.07569,0,2,8,0,9
987,95.7,1,0.33029000000000003,1,2,5,0,4
13221,16.0,1,1.0559399999999999,1,10,11,0,1
24460,99.0,1,0.2745,0,3,2,0,1
8217,84.0,1,0.38292,1,12,22,0,6
13883,138.84,1,0.41889,0,11,3,0,5
33283,310.4,1,1.16635,1,11,10,1,9
24668,55.16,1,0.41353999999999996,0,3,2,0,1
20879,9.0,1,0.6120399999999999,1,10,6,0,1
33519,47.0,1,0.5987399999999999,1,2,10,0,2
29653,396.7,1,0.42946999999999996,1,10,1,0,8
32258,305.31,1,0.55902,1,3,8,1,8
3762,9.9,1,0.05362000000000001,1,3,4,0,1
31737,116.64,1,0.50057,0,1,8,0,3
13165,231.18,2,0.22610999999999998,1,12,11,2,1
24590,92.61,1,0.7771399999999999,1,11,2,0,3
8955,98.5,1,0.0543,0,2,13,0,7
13050,70.0,1,0.10753,1,3,11,0,5
3701,79.4,1,0.49456000000000006,0,8,4,0,1
18321,101.06,1,1.33571,1,12,14,0,4
6257,26.4,1,0.35291,0,4,18,0,1
8920,75.6,1,0.41075,1,11,13,0,7
29792,1.0,1,0.35716,0,4,1,0,3
2487,18.92,1,0.22851,1,2,4,0,2
10321,101.4,1,0.25237,0,5,24,0,4
17691,66.0,0,1.16875,0,5,7,0,2
18200,58.92,1,0.58575,1,7,14,0,6
4460,63.15,1,0.84085,1,3,17,0,7
13302,34.23,1,0.77868,1,2,11,0,5
21042,23.0,1,0.29896999999999996,0,5,6,0,4
13724,59.7,1,0.76573,1,5,3,0,5
9475,20.88,1,0.69217,0,12,13,0,7
18975,140.76,1,0.95781,1,7,14,0,4
9916,25.2,1,0.70577,1,10,25,0,7
23205,45.36,1,0.20931,1,6,9,2,1
20130,20.0,2,0.51513,0,4,6,0,1
16869,88.0,1,0.35595,1,7,7,0,1
20295,18.86,1,0.26147,0,3,6,0,1
11828,100.0,1,0.21020999999999998,0,4,20,0,5
2189,103.49,1,0.32305,1,5,4,0,3
11195,77.0,1,0.27865,0,4,16,0,6
3329,19.8,0,0.37408,1,10,4,0,7
12354,30.0,0,0.48835,1,6,20,0,5
2918,183.0,1,0.23567,1,1,4,2,1
12379,92.95,1,0.65651,1,9,20,0,5
14673,40.33,1,0.11352999999999999,1,8,3,0,1
33452,46.0,1,0.77137,0,5,10,0,9
12441,83.14,1,0.45963000000000004,1,9,11,0,3
11865,32.0,2,0.70134,1,10,20,0,5
17004,268.71,1,0.1904,1,9,7,0,8
32199,20.56,1,0.7981600000000001,1,4,8,0,8
70,59.52,1,0.07808999999999999,1,11,5,0,7
120,122.38,1,0.23805,0,10,5,0,7
32686,61.52,1,1.17359,1,12,10,0,9
